transaction_id,customer_id,timestamp,amount,txn_type,channel,sender_id,receiver_id,currency,country_dest,fx_rate,amount_gbp,is_high_risk_dest,is_fatf_black_dest
TXN000933,C0063,2024-02-07 04:20:00.000000000,558.84,DEBIT,MOBILE,S6309,R1011,USD,GB,0.79,441.4836,0,0
TXN000934,C0063,2024-03-25 02:59:00.000000000,2192.23,DEBIT,ONLINE,S3024,R8666,EUR,GB,0.86,1885.3178,0,0
TXN000935,C0063,2024-02-29 05:10:00.000000000,744.75,CREDIT,ONLINE,S7611,R7856,EUR,GB,0.86,640.485,0,0
TXN000936,C0063,2024-03-03 14:08:00.000000000,524.3,DEBIT,ATM,S6949,R4290,GBP,FR,1.0,524.3,0,0
TXN000937,C0063,2024-03-16 11:45:00.000000000,863.18,WIRE,ATM,S6267,R4495,EUR,GB,0.86,742.3348,0,0
TXN000938,C0063,2024-01-31 08:44:00.000000000,1825.9,DEBIT,SWIFT,S9063,R4861,GBP,US,1.0,1825.9,0,0
TXN000939,C0063,2024-03-30 18:37:00.000000000,2201.44,CREDIT,ATM,S3861,R2655,GBP,GB,1.0,2201.44,0,0
TXN000940,C0063,2024-03-10 17:32:00.000000000,6356.43,CREDIT,ATM,S6164,R8081,GBP,GB,1.0,6356.43,0,0
TXN000941,C0063,2024-01-06 13:36:00.000000000,1228.79,DEBIT,ONLINE,S8180,R3490,GBP,GB,1.0,1228.79,0,0
TXN000942,C0063,2024-01-02 02:07:00.000000000,775.54,DEBIT,SWIFT,S7094,R4681,GBP,DE,1.0,775.54,0,0
TXN000943,C0063,2024-03-18 01:13:00.000000000,743.19,WIRE,SWIFT,S4090,R2370,EUR,GB,0.86,639.1434,0,0
TXN000944,C0063,2024-02-21 11:27:00.000000000,902.23,CREDIT,ATM,S2286,R2529,GBP,NG,1.0,902.23,1,0
TXN000945,C0063,2024-03-26 02:11:00.000000000,365.87,DEBIT,SWIFT,S4087,R6828,GBP,DE,1.0,365.87,0,0
TXN000946,C0063,2024-02-23 15:40:00.000000000,700.37,DEBIT,ONLINE,S4783,R6973,GBP,GB,1.0,700.37,0,0
TXN000947,C0063,2024-03-16 18:49:00.000000000,3849.44,ATM,BRANCH,S2953,R4657,USD,GB,0.79,3041.0576,0,0
TXN000948,C0064,2024-02-29 11:41:00.000000000,7488.68,WIRE,MOBILE,S7665,R3064,USD,GB,0.79,5916.0572,0,0
TXN000949,C0064,2024-03-17 11:06:00.000000000,450.98,CREDIT,ONLINE,S9789,R5118,GBP,US,1.0,450.98,0,0
TXN000950,C0064,2024-01-27 15:16:00.000000000,3540.05,DEBIT,ONLINE,S2082,R9167,USD,IN,0.79,2796.6395,0,0
TXN000951,C0064,2024-03-26 11:07:00.000000000,2942.32,CREDIT,MOBILE,S3303,R8157,GBP,GB,1.0,2942.32,0,0
TXN000952,C0064,2024-03-06 08:47:00.000000000,2290.33,ATM,ATM,S2846,R8021,GBP,KP,1.0,2290.33,1,1
TXN000953,C0064,2024-02-05 12:00:00.000000000,2422.2,CREDIT,SWIFT,S6281,R6858,GBP,GB,1.0,2422.2,0,0
TXN000954,C0064,2024-02-19 19:55:00.000000000,5813.52,CREDIT,SWIFT,S4145,R8802,USD,US,0.79,4592.680800000001,0,0
TXN000955,C0064,2024-01-27 12:32:00.000000000,335.83,DEBIT,ONLINE,S8556,R6930,USD,GB,0.79,265.3057,0,0
TXN000956,C0064,2024-02-20 12:23:00.000000000,178.99,CREDIT,BRANCH,S3387,R8008,GBP,GB,1.0,178.99,0,0
TXN000957,C0064,2024-02-25 12:18:00.000000000,1612.93,CREDIT,ATM,S8535,R3808,GBP,GB,1.0,1612.93,0,0
TXN000958,C0064,2024-03-14 13:28:00.000000000,7807.33,CREDIT,SWIFT,S6869,R2620,USD,NG,0.79,6167.7907000000005,1,0
TXN000959,C0064,2024-02-22 22:44:00.000000000,519.86,CREDIT,ATM,S2990,R2104,GBP,US,1.0,519.86,0,0
TXN000960,C0064,2024-01-26 08:31:00.000000000,31030.41,DEBIT,ATM,S9802,R8517,GBP,GB,1.0,31030.41,0,0
TXN000961,C0064,2024-01-15 17:19:00.000000000,1218.36,WIRE,MOBILE,S3093,R5001,GBP,GB,1.0,1218.36,0,0
TXN000962,C0064,2024-01-09 15:24:00.000000000,9885.59,CREDIT,BRANCH,S8061,R3204,USD,US,0.79,7809.6161,0,0
TXN000963,C0065,2024-01-01 07:00:00.000000000,15827.95,DEBIT,ATM,S8981,R6892,GBP,KP,1.0,15827.95,1,1
TXN000964,C0065,2024-02-22 17:47:00.000000000,2179.59,DEBIT,ATM,S8410,R6541,GBP,GB,1.0,2179.59,0,0
TXN000965,C0065,2024-01-05 10:24:00.000000000,4349.69,CREDIT,SWIFT,S5703,R2772,USD,US,0.79,3436.2551,0,0
TXN000966,C0065,2024-01-20 14:03:00.000000000,3246.78,DEBIT,ATM,S8336,R1058,GBP,GB,1.0,3246.78,0,0
TXN000967,C0065,2024-01-19 08:20:00.000000000,601.14,CREDIT,SWIFT,S7641,R1941,USD,GB,0.79,474.9006,0,0
TXN000968,C0065,2024-01-07 19:20:00.000000000,12562.08,DEBIT,SWIFT,S3261,R6894,GBP,GB,1.0,12562.08,0,0
TXN000969,C0065,2024-02-16 02:49:00.000000000,956.05,DEBIT,SWIFT,S3791,R4332,GBP,US,1.0,956.05,0,0
TXN000970,C0065,2024-01-05 15:31:00.000000000,137224.18,DEBIT,ONLINE,S5299,R7071,GBP,DE,1.0,137224.18,0,0
TXN000971,C0065,2024-03-22 01:44:00.000000000,4117.64,DEBIT,MOBILE,S3105,R6327,EUR,GB,0.86,3541.1704000000004,0,0
TXN000972,C0065,2024-03-16 15:04:00.000000000,889.33,DEBIT,ATM,S7642,R5066,GBP,IN,1.0,889.33,0,0
TXN000973,C0065,2024-01-20 12:43:00.000000000,113.91,WIRE,ATM,S6856,R7209,USD,US,0.79,89.9889,0,0
TXN000974,C0065,2024-01-30 15:50:00.000000000,12199.33,CREDIT,ONLINE,S3377,R2810,EUR,GB,0.86,10491.4238,0,0
TXN000975,C0065,2024-03-28 14:41:00.000000000,169.26,WIRE,ATM,S6605,R6891,GBP,NG,1.0,169.26,1,0
TXN000976,C0066,2024-03-15 07:12:00.000000000,330.38,CASH,MOBILE,S8282,R4307,GBP,US,1.0,330.38,0,0
TXN000977,C0066,2024-02-19 14:14:00.000000000,4291.75,DEBIT,MOBILE,S4055,R7476,GBP,GB,1.0,4291.75,0,0
TXN000978,C0066,2024-01-23 11:37:00.000000000,581.6,CREDIT,BRANCH,S3471,R7175,EUR,GB,0.86,500.176,0,0
TXN000979,C0066,2024-03-25 13:47:00.000000000,515.65,CREDIT,SWIFT,S4881,R3413,GBP,NG,1.0,515.65,1,0
TXN000980,C0066,2024-03-15 10:02:00.000000000,881.12,CASH,BRANCH,S6450,R2566,GBP,GB,1.0,881.12,0,0
TXN000981,C0066,2024-01-25 07:24:00.000000000,8763.79,CASH,ATM,S6760,R9045,USD,US,0.79,6923.394100000001,0,0
TXN000982,C0066,2024-01-18 11:04:00.000000000,66.4,CASH,MOBILE,S4761,R7141,GBP,GB,1.0,66.4,0,0
TXN000983,C0066,2024-03-14 06:16:00.000000000,1298.74,CASH,BRANCH,S8120,R7563,USD,GB,0.79,1026.0046,0,0
TXN000984,C0066,2024-02-05 12:57:00.000000000,6339.5,DEBIT,ATM,S4644,R3297,GBP,GB,1.0,6339.5,0,0
TXN000985,C0066,2024-02-25 01:26:00.000000000,545.44,DEBIT,ONLINE,S5722,R1782,GBP,GB,1.0,545.44,0,0
TXN000986,C0066,2024-03-12 20:14:00.000000000,7981.81,DEBIT,ONLINE,S6723,R3686,GBP,US,1.0,7981.81,0,0
TXN000987,C0066,2024-03-19 06:22:00.000000000,1934.91,CASH,BRANCH,S3200,R2683,GBP,NG,1.0,1934.91,1,0
TXN000988,C0066,2024-02-19 11:38:00.000000000,3888.59,CREDIT,MOBILE,S7787,R5467,GBP,US,1.0,3888.59,0,0
TXN000989,C0066,2024-03-25 01:03:00.000000000,2446.98,CREDIT,ONLINE,S7240,R1197,USD,GB,0.79,1933.1142000000002,0,0
TXN000990,C0067,2024-01-26 15:21:00.000000000,1230.29,DEBIT,ATM,S7106,R8333,GBP,GB,1.0,1230.29,0,0
TXN000991,C0067,2024-03-03 06:40:00.000000000,923.78,CREDIT,ONLINE,S7820,R9512,USD,GB,0.79,729.7862,0,0
TXN000992,C0067,2024-01-08 16:44:00.000000000,3156.41,WIRE,MOBILE,S2865,R6600,EUR,GB,0.86,2714.5126,0,0
TXN000993,C0067,2024-02-03 15:30:00.000000000,482.44,CREDIT,ATM,S6861,R4342,GBP,GB,1.0,482.44,0,0
TXN000994,C0067,2024-02-22 10:37:00.000000000,2761.1,CREDIT,ATM,S5833,R7670,GBP,GB,1.0,2761.1,0,0
TXN000995,C0067,2024-03-23 09:29:00.000000000,192.11,CREDIT,ATM,S4490,R9076,GBP,GB,1.0,192.11,0,0
TXN000996,C0067,2024-01-09 11:53:00.000000000,6111.9,DEBIT,ATM,S7247,R9432,EUR,IN,0.86,5256.2339999999995,0,0
TXN000997,C0067,2024-01-14 10:02:00.000000000,1306.67,DEBIT,ATM,S8789,R9199,GBP,GB,1.0,1306.67,0,0
TXN000998,C0067,2024-03-03 23:15:00.000000000,2984.65,CREDIT,BRANCH,S1578,R9138,GBP,US,1.0,2984.65,0,0
TXN000999,C0067,2024-02-17 14:09:00.000000000,3659.06,WIRE,BRANCH,S7283,R2976,GBP,GB,1.0,3659.06,0,0
TXN001000,C0067,2024-02-13 11:15:00.000000000,1030.02,DEBIT,ATM,S7450,R4604,GBP,GB,1.0,1030.02,0,0
TXN001001,C0067,2024-01-06 14:11:00.000000000,19011.1,DEBIT,ONLINE,S4413,R8457,GBP,GB,1.0,19011.1,0,0
TXN001002,C0068,2024-03-30 19:55:00.000000000,11307.87,CREDIT,ATM,S9816,R3175,GBP,GB,1.0,11307.87,0,0
TXN001003,C0068,2024-02-18 12:43:00.000000000,759.02,CREDIT,ONLINE,S5244,R4343,GBP,GB,1.0,759.02,0,0
TXN001004,C0068,2024-02-16 11:47:00.000000000,324.23,WIRE,MOBILE,S7851,R6104,GBP,NG,1.0,324.23,1,0
TXN001005,C0068,2024-01-15 19:02:00.000000000,3459.31,WIRE,ONLINE,S8892,R9191,GBP,US,1.0,3459.31,0,0
TXN001006,C0068,2024-03-28 08:11:00.000000000,3103.5,DEBIT,BRANCH,S2653,R5988,GBP,IN,1.0,3103.5,0,0
TXN001007,C0068,2024-01-19 07:35:00.000000000,2292.38,WIRE,MOBILE,S4079,R7295,EUR,GB,0.86,1971.4468000000002,0,0
TXN001008,C0068,2024-01-30 19:54:00.000000000,11663.29,CREDIT,ATM,S8588,R1903,GBP,US,1.0,11663.29,0,0
TXN001009,C0068,2024-02-16 17:10:00.000000000,20467.13,WIRE,MOBILE,S5507,R2996,USD,GB,0.79,16169.032700000002,0,0
TXN001010,C0068,2024-03-26 23:04:00.000000000,1936.64,CREDIT,ATM,S1527,R3996,GBP,IN,1.0,1936.64,0,0
TXN001011,C0068,2024-02-03 09:22:00.000000000,2004.59,CREDIT,ONLINE,S9367,R6297,GBP,DE,1.0,2004.59,0,0
TXN001012,C0068,2024-01-03 03:49:00.000000000,1766.72,DEBIT,MOBILE,S8852,R1402,GBP,GB,1.0,1766.72,0,0
TXN001013,C0068,2024-02-01 16:48:00.000000000,431.88,DEBIT,SWIFT,S7074,R3348,GBP,DE,1.0,431.88,0,0
TXN001014,C0068,2024-01-11 13:34:00.000000000,1812.56,DEBIT,BRANCH,S6082,R7860,USD,GB,0.79,1431.9224,0,0
TXN001015,C0068,2024-01-21 10:45:00.000000000,996.82,WIRE,ONLINE,S6834,R5340,GBP,GB,1.0,996.82,0,0
TXN001016,C0069,2024-01-08 10:43:00.000000000,294.38,DEBIT,ATM,S6274,R4613,GBP,GB,1.0,294.38,0,0
TXN001017,C0069,2024-01-16 13:47:00.000000000,555.92,CREDIT,BRANCH,S4116,R1764,GBP,IN,1.0,555.92,0,0
TXN001018,C0069,2024-01-28 17:49:00.000000000,483.25,ATM,SWIFT,S8527,R5383,GBP,GB,1.0,483.25,0,0
TXN001019,C0069,2024-01-20 10:14:00.000000000,528.22,DEBIT,BRANCH,S3612,R8399,GBP,IN,1.0,528.22,0,0
TXN001020,C0069,2024-01-23 09:40:00.000000000,844.6,DEBIT,MOBILE,S6251,R5127,GBP,US,1.0,844.6,0,0
TXN001021,C0069,2024-01-14 02:41:00.000000000,6840.7,CASH,ATM,S6310,R2965,GBP,GB,1.0,6840.7,0,0
TXN001022,C0069,2024-01-08 12:15:00.000000000,3847.66,DEBIT,SWIFT,S6200,R2639,GBP,GB,1.0,3847.66,0,0
TXN001023,C0069,2024-03-01 15:40:00.000000000,5458.78,CASH,MOBILE,S6362,R1950,GBP,GB,1.0,5458.78,0,0
TXN001024,C0069,2024-03-18 03:37:00.000000000,1341.32,CASH,SWIFT,S6264,R8518,USD,GB,0.79,1059.6428,0,0
TXN001025,C0069,2024-01-10 07:21:00.000000000,2385.68,DEBIT,BRANCH,S1211,R2714,EUR,US,0.86,2051.6848,0,0
TXN001026,C0069,2024-01-12 06:52:00.000000000,18608.86,CREDIT,ATM,S5686,R5091,GBP,IN,1.0,18608.86,0,0
TXN001027,C0069,2024-01-31 22:07:00.000000000,4933.43,DEBIT,MOBILE,S3691,R8402,GBP,IN,1.0,4933.43,0,0
TXN001028,C0069,2024-02-16 04:13:00.000000000,5456.82,DEBIT,ATM,S7192,R2677,USD,GB,0.79,4310.8877999999995,0,0
TXN001029,C0069,2024-01-12 08:43:00.000000000,694.93,CREDIT,BRANCH,S7416,R5885,GBP,GB,1.0,694.93,0,0
TXN001030,C0069,2024-01-01 12:35:00.000000000,252.31,ATM,MOBILE,S1914,R2844,GBP,DE,1.0,252.31,0,0
TXN001031,C0069,2024-01-22 14:22:00.000000000,37486.3,WIRE,BRANCH,S5476,R8276,USD,GB,0.79,29614.177000000003,0,0
TXN001032,C0069,2024-03-12 19:05:00.000000000,1336.1,CASH,ONLINE,S8123,R7153,GBP,US,1.0,1336.1,0,0
TXN001033,C0069,2024-01-24 17:00:00.000000000,58030.43,DEBIT,BRANCH,S1362,R4851,GBP,IN,1.0,58030.43,0,0
TXN001034,C0069,2024-03-25 09:45:00.000000000,28359.43,CREDIT,ONLINE,S8868,R8619,GBP,GB,1.0,28359.43,0,0
TXN001035,C0069,2024-03-02 07:19:00.000000000,846.06,WIRE,SWIFT,S8121,R5312,GBP,US,1.0,846.06,0,0
TXN001036,C0069,2024-03-19 11:47:00.000000000,2502.47,CREDIT,BRANCH,S6153,R5134,GBP,US,1.0,2502.47,0,0
TXN001037,C0070,2024-03-11 11:02:00.000000000,2817.2,CREDIT,MOBILE,S2820,R4158,GBP,GB,1.0,2817.2,0,0
TXN001038,C0070,2024-03-08 11:27:00.000000000,4410.17,WIRE,ATM,S8334,R4775,GBP,GB,1.0,4410.17,0,0
TXN001039,C0070,2024-01-28 14:16:00.000000000,1182.64,DEBIT,SWIFT,S6942,R2545,GBP,GB,1.0,1182.64,0,0
TXN001040,C0070,2024-03-15 02:02:00.000000000,2932.36,DEBIT,MOBILE,S1371,R8020,EUR,GB,0.86,2521.8296,0,0
TXN001041,C0070,2024-01-13 17:14:00.000000000,1077.37,DEBIT,SWIFT,S7474,R2374,USD,FR,0.79,851.1223,0,0
TXN001042,C0070,2024-02-21 09:29:00.000000000,1539.07,CASH,ONLINE,S4249,R1111,GBP,IN,1.0,1539.07,0,0
TXN001043,C0070,2024-01-30 02:32:00.000000000,20100.84,CREDIT,SWIFT,S8040,R5592,USD,GB,0.79,15879.663600000002,0,0
TXN001044,C0070,2024-02-05 18:21:00.000000000,911.05,CREDIT,BRANCH,S2718,R8169,EUR,GB,0.86,783.5029999999999,0,0
TXN001045,C0070,2024-03-07 11:35:00.000000000,423.72,WIRE,SWIFT,S3160,R4065,GBP,GB,1.0,423.72,0,0
TXN001046,C0070,2024-01-16 08:33:00.000000000,484.21,CREDIT,BRANCH,S4767,R3551,GBP,GB,1.0,484.21,0,0
TXN001047,C0070,2024-03-21 22:19:00.000000000,15060.36,CREDIT,SWIFT,S2057,R7834,USD,GB,0.79,11897.6844,0,0
TXN001048,C0070,2024-02-08 13:23:00.000000000,738.63,CREDIT,MOBILE,S8179,R4712,GBP,GB,1.0,738.63,0,0
TXN001049,C0070,2024-03-20 02:03:00.000000000,89.74,DEBIT,ONLINE,S4174,R7387,GBP,GB,1.0,89.74,0,0
TXN001050,C0070,2024-01-09 13:49:00.000000000,1497.21,CREDIT,SWIFT,S9296,R2682,GBP,DE,1.0,1497.21,0,0
TXN001051,C0070,2024-01-06 17:28:00.000000000,75.66,CREDIT,ONLINE,S4854,R4118,USD,GB,0.79,59.7714,0,0
TXN001052,C0070,2024-03-11 15:18:00.000000000,7402.41,CREDIT,ONLINE,S2436,R3099,GBP,GB,1.0,7402.41,0,0
TXN001053,C0071,2024-01-07 10:04:00.000000000,621.23,DEBIT,ATM,S1653,R5158,USD,DE,0.79,490.7717,0,0
TXN001054,C0071,2024-01-24 13:52:00.000000000,1170.43,CREDIT,ATM,S5799,R9707,GBP,GB,1.0,1170.43,0,0
TXN001055,C0071,2024-01-30 08:54:00.000000000,5224.26,CASH,ONLINE,S1106,R3426,USD,GB,0.79,4127.165400000001,0,0
TXN001056,C0071,2024-01-27 14:50:00.000000000,6063.03,CREDIT,SWIFT,S7229,R2239,EUR,GB,0.86,5214.2058,0,0
TXN001057,C0071,2024-03-03 19:30:00.000000000,1283.51,CREDIT,ONLINE,S3584,R9102,GBP,GB,1.0,1283.51,0,0
TXN001058,C0071,2024-03-27 09:32:00.000000000,441.71,CASH,MOBILE,S4535,R5854,GBP,US,1.0,441.71,0,0
TXN001059,C0071,2024-01-01 01:11:00.000000000,120.01,DEBIT,ATM,S6049,R1848,GBP,GB,1.0,120.01,0,0
TXN001060,C0071,2024-02-09 11:42:00.000000000,3974.95,DEBIT,MOBILE,S7473,R9530,GBP,IN,1.0,3974.95,0,0
TXN001061,C0071,2024-03-20 07:03:00.000000000,54.85,DEBIT,SWIFT,S5318,R6385,GBP,GB,1.0,54.85,0,0
TXN001062,C0072,2024-02-29 14:40:00.000000000,9321.12,ATM,BRANCH,S7064,R8144,USD,GB,0.79,7363.684800000001,0,0
TXN001063,C0072,2024-01-17 11:33:00.000000000,354.29,CREDIT,BRANCH,S8504,R8426,GBP,IR,1.0,354.29,1,1
TXN001064,C0072,2024-03-06 19:30:00.000000000,127.47,CASH,ONLINE,S1357,R1377,USD,GB,0.79,100.7013,0,0
TXN001065,C0072,2024-03-02 14:56:00.000000000,1861.84,CREDIT,SWIFT,S3379,R8831,EUR,GB,0.86,1601.1824,0,0
TXN001066,C0072,2024-03-27 10:30:00.000000000,1653.36,ATM,SWIFT,S4526,R2622,GBP,FR,1.0,1653.36,0,0
TXN001067,C0072,2024-01-13 21:17:00.000000000,1624.89,CREDIT,ONLINE,S1289,R8011,GBP,GB,1.0,1624.89,0,0
TXN001068,C0072,2024-01-14 13:10:00.000000000,941.33,CREDIT,MOBILE,S2987,R8673,USD,US,0.79,743.6507,0,0
TXN001069,C0072,2024-03-24 13:17:00.000000000,251.56,ATM,SWIFT,S2310,R1617,GBP,GB,1.0,251.56,0,0
TXN001070,C0072,2024-02-03 12:52:00.000000000,4313.65,WIRE,SWIFT,S2139,R9728,USD,US,0.79,3407.7835,0,0
TXN001071,C0072,2024-01-27 16:48:00.000000000,2773.57,CREDIT,BRANCH,S2971,R2191,GBP,NG,1.0,2773.57,1,0
TXN001072,C0072,2024-01-15 02:47:00.000000000,3008.04,CREDIT,ATM,S3804,R4936,GBP,US,1.0,3008.04,0,0
TXN001073,C0072,2024-03-20 17:46:00.000000000,4513.89,CASH,ONLINE,S7506,R2772,USD,US,0.79,3565.9731000000006,0,0
TXN001074,C0072,2024-01-25 14:16:00.000000000,4512.44,ATM,BRANCH,S7441,R9685,GBP,IN,1.0,4512.44,0,0
TXN001075,C0072,2024-01-08 18:04:00.000000000,2924.74,CREDIT,SWIFT,S7553,R7869,GBP,US,1.0,2924.74,0,0
TXN001076,C0073,2024-01-24 15:19:00.000000000,150.67,DEBIT,SWIFT,S5848,R6475,EUR,US,0.86,129.5762,0,0
TXN001077,C0073,2024-02-28 12:43:00.000000000,29625.94,WIRE,BRANCH,S1105,R1769,GBP,US,1.0,29625.94,0,0
TXN001078,C0073,2024-01-17 07:29:00.000000000,7199.98,CASH,SWIFT,S6906,R7050,GBP,GB,1.0,7199.98,0,0
TXN001079,C0073,2024-02-15 07:47:00.000000000,288.29,DEBIT,MOBILE,S7356,R4742,USD,FR,0.79,227.74910000000003,0,0
TXN001080,C0073,2024-03-01 20:37:00.000000000,6231.58,CREDIT,SWIFT,S1164,R7958,GBP,US,1.0,6231.58,0,0
TXN001081,C0073,2024-01-22 02:57:00.000000000,2349.06,WIRE,MOBILE,S8149,R6798,USD,US,0.79,1855.7574,0,0
TXN001082,C0073,2024-01-07 14:45:00.000000000,1894.28,CASH,ONLINE,S5670,R6203,GBP,GB,1.0,1894.28,0,0
TXN001083,C0073,2024-03-03 20:47:00.000000000,1418.49,DEBIT,SWIFT,S7521,R7606,USD,GB,0.79,1120.6071,0,0
TXN001084,C0073,2024-02-09 13:10:00.000000000,4868.37,CASH,ONLINE,S1449,R4212,GBP,GB,1.0,4868.37,0,0
TXN001085,C0073,2024-01-24 14:23:00.000000000,5548.7,CREDIT,MOBILE,S9339,R5016,GBP,GB,1.0,5548.7,0,0
TXN001086,C0073,2024-01-25 09:58:00.000000000,1113.64,DEBIT,ONLINE,S3995,R7329,GBP,GB,1.0,1113.64,0,0
TXN001087,C0073,2024-03-17 12:45:00.000000000,13404.63,DEBIT,ONLINE,S9067,R4904,GBP,GB,1.0,13404.63,0,0
TXN001088,C0073,2024-03-25 10:34:00.000000000,1801.98,CREDIT,ATM,S8820,R1130,GBP,DE,1.0,1801.98,0,0
TXN001089,C0073,2024-01-07 06:23:00.000000000,364.62,DEBIT,SWIFT,S5876,R4708,GBP,GB,1.0,364.62,0,0
TXN001090,C0073,2024-01-19 15:11:00.000000000,478.22,CREDIT,ATM,S4036,R9852,USD,GB,0.79,377.79380000000003,0,0
TXN001091,C0073,2024-03-02 19:43:00.000000000,5569.21,CREDIT,SWIFT,S4119,R1267,GBP,US,1.0,5569.21,0,0
TXN001092,C0073,2024-03-27 10:03:00.000000000,2768.6,DEBIT,MOBILE,S7360,R5816,USD,GB,0.79,2187.194,0,0
TXN001093,C0074,2024-03-09 16:41:00.000000000,885.46,DEBIT,MOBILE,S4865,R9011,GBP,FR,1.0,885.46,0,0
TXN001094,C0074,2024-02-21 11:40:00.000000000,288.13,DEBIT,SWIFT,S7613,R2327,GBP,GB,1.0,288.13,0,0
TXN001095,C0074,2024-02-04 18:02:00.000000000,473.83,WIRE,SWIFT,S6769,R9499,USD,GB,0.79,374.3257,0,0
TXN001096,C0074,2024-03-06 02:04:00.000000000,900.81,CREDIT,SWIFT,S2623,R2374,GBP,IR,1.0,900.81,1,1
TXN001097,C0074,2024-02-18 12:48:00.000000000,6447.0,CREDIT,MOBILE,S8614,R4715,USD,GB,0.79,5093.13,0,0
TXN001098,C0074,2024-03-06 12:04:00.000000000,7519.28,DEBIT,ATM,S8962,R8943,GBP,US,1.0,7519.28,0,0
TXN001099,C0074,2024-01-28 22:02:00.000000000,4469.74,CREDIT,ATM,S3954,R2148,USD,FR,0.79,3531.0946,0,0
TXN001100,C0074,2024-01-13 11:06:00.000000000,3191.75,CREDIT,ATM,S1934,R2986,GBP,GB,1.0,3191.75,0,0
TXN001101,C0074,2024-03-30 13:56:00.000000000,1408.57,CREDIT,MOBILE,S2505,R6363,GBP,IN,1.0,1408.57,0,0
TXN001102,C0074,2024-02-12 20:14:00.000000000,3483.37,CREDIT,ONLINE,S4839,R5268,GBP,GB,1.0,3483.37,0,0
TXN001103,C0075,2024-01-16 18:28:00.000000000,1116.16,CREDIT,BRANCH,S3555,R2089,GBP,US,1.0,1116.16,0,0
TXN001104,C0075,2024-03-26 10:30:00.000000000,1630.61,WIRE,MOBILE,S6766,R8711,GBP,FR,1.0,1630.61,0,0
TXN001105,C0075,2024-02-12 12:02:00.000000000,1444.38,DEBIT,BRANCH,S7627,R4408,EUR,US,0.86,1242.1668,0,0
TXN001106,C0075,2024-03-03 09:17:00.000000000,7451.72,DEBIT,BRANCH,S7587,R7496,GBP,GB,1.0,7451.72,0,0
TXN001107,C0075,2024-02-07 13:21:00.000000000,1963.05,WIRE,MOBILE,S4656,R6234,EUR,GB,0.86,1688.223,0,0
TXN001108,C0075,2024-02-12 10:17:00.000000000,36371.0,ATM,SWIFT,S4966,R9818,GBP,GB,1.0,36371.0,0,0
TXN001109,C0075,2024-01-23 18:23:00.000000000,6962.94,DEBIT,ONLINE,S2868,R1181,GBP,GB,1.0,6962.94,0,0
TXN001110,C0075,2024-01-17 02:49:00.000000000,4209.77,CREDIT,ONLINE,S5244,R3164,GBP,GB,1.0,4209.77,0,0
TXN001111,C0075,2024-02-14 09:05:00.000000000,796.13,WIRE,MOBILE,S6969,R7168,GBP,GB,1.0,796.13,0,0
TXN001112,C0075,2024-02-05 02:31:00.000000000,183.37,ATM,MOBILE,S7734,R1443,GBP,US,1.0,183.37,0,0
TXN001113,C0075,2024-01-01 11:41:00.000000000,738.44,CREDIT,ATM,S9291,R3737,GBP,US,1.0,738.44,0,0
TXN001114,C0075,2024-01-10 16:58:00.000000000,1036.4,WIRE,ONLINE,S7609,R5925,GBP,IN,1.0,1036.4,0,0
TXN001115,C0075,2024-02-22 08:33:00.000000000,5163.34,DEBIT,ONLINE,S1521,R2248,GBP,US,1.0,5163.34,0,0
TXN001116,C0076,2024-01-10 12:57:00.000000000,1543.94,DEBIT,MOBILE,S1319,R9775,GBP,GB,1.0,1543.94,0,0
TXN001117,C0076,2024-03-10 11:20:00.000000000,255.58,CASH,BRANCH,S7337,R6166,GBP,GB,1.0,255.58,0,0
TXN001118,C0076,2024-02-02 21:13:00.000000000,639.83,DEBIT,SWIFT,S6363,R9152,GBP,GB,1.0,639.83,0,0
TXN001119,C0076,2024-02-07 03:55:00.000000000,302.46,ATM,MOBILE,S1058,R3636,GBP,KP,1.0,302.46,1,1
TXN001120,C0076,2024-02-24 12:07:00.000000000,10562.34,DEBIT,SWIFT,S7436,R4120,USD,GB,0.79,8344.2486,0,0
TXN001121,C0076,2024-01-29 14:54:00.000000000,2375.93,DEBIT,SWIFT,S8494,R4577,GBP,GB,1.0,2375.93,0,0
TXN001122,C0076,2024-03-17 10:07:00.000000000,920.07,CREDIT,MOBILE,S8914,R5852,GBP,NG,1.0,920.07,1,0
TXN001123,C0076,2024-01-09 13:31:00.000000000,3328.48,WIRE,ONLINE,S3054,R7658,GBP,GB,1.0,3328.48,0,0
TXN001124,C0076,2024-03-13 12:45:00.000000000,36557.26,CREDIT,ONLINE,S3749,R1590,GBP,IN,1.0,36557.26,0,0
TXN001125,C0076,2024-03-05 12:02:00.000000000,1562.49,CREDIT,ATM,S6616,R8975,GBP,US,1.0,1562.49,0,0
TXN001126,C0076,2024-02-10 14:24:00.000000000,819.05,CREDIT,BRANCH,S5923,R7467,USD,GB,0.79,647.0495,0,0
TXN001127,C0076,2024-03-01 10:07:00.000000000,425.43,CREDIT,ATM,S2549,R2359,EUR,GB,0.86,365.8698,0,0
TXN001128,C0076,2024-01-29 05:05:00.000000000,2451.61,CREDIT,ONLINE,S1064,R5928,USD,GB,0.79,1936.7719000000002,0,0
TXN001129,C0076,2024-02-02 13:29:00.000000000,608.09,DEBIT,ATM,S2238,R7582,USD,GB,0.79,480.39110000000005,0,0
